#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
FSFC1654_unicycler.fasta,5,56712,57437,+,fimC,1-726/726,===============,0/0,100,98.48,vfdb,NP_757243,(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,5,57504,60140,+,fimD,1-2637/2637,===============,0/0,100,98.26,vfdb,NP_757244,(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,5,60147,60680,+,fimF,1-534/534,===============,0/0,100,97.38,vfdb,NP_757245,(fimF) FimF protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,5,60693,61196,+,fimG,1-504/504,===============,0/0,100,98.02,vfdb,NP_757247,(fimG) FimG protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,5,61207,62118,+,fimH,1-912/912,===============,0/0,100,97.15,vfdb,NP_757248,(fimH) FimH protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC1925_hybracter.fasta,chromosome00001,4156828,4157411,-,yagZ/ecpA,1-584/588,===============,0/0,99.32,90.07,vfdb,NP_286010,(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2071_hybracter.fasta,chromosome00001,73539,73766,-,daaF,1-228/228,===============,0/0,100,100,vfdb,AAA23662,(daaF) DaaF protein [F1845 fimbrial adhesin (AI016)] [Escherichia coli str. C1845],
FSFC2071_hybracter.fasta,chromosome00001,74570,74875,+,draA,1-306/306,===============,0/0,100,100,vfdb,AAK16475,(draA) cytoplamic protein DraA [Dr adhesins (VF0223)] [Escherichia coli O75:K5:H- str. IH11128],
FSFC2071_hybracter.fasta,chromosome00001,75157,75901,+,afaB-I,1-744/744,========/======,01-Jan,100,98.25,vfdb,CAW30798,(afaB-I) chaperone AfaB [Afimbrial adhesin AFA-I mannose-resistant adhesin (AI010)] [Escherichia coli O25b:H4 str. FV9863],
FSFC2071_hybracter.fasta,chromosome00001,75994,78576,+,afaC-I,1-2583/2583,===============,0/0,100,98.99,vfdb,CAW30799,(afaC-I) usher AfaC [Afimbrial adhesin AFA-I mannose-resistant adhesin (AI010)] [Escherichia coli O25b:H4 str. FV9863],
FSFC2071_hybracter.fasta,chromosome00001,78592,79035,+,draD,1-444/444,===============,0/0,100,99.78,vfdb,AAK16478,(draD) DraD periplasmic protein [Dr adhesins (VF0223)] [Escherichia coli O75:K5:H- str. IH11128],
FSFC2071_hybracter.fasta,chromosome00001,79414,79587,+,draP,1-174/174,===============,0/0,100,99.42,vfdb,AAK16479,(draP) DraP [Dr adhesins (VF0223)] [Escherichia coli O75:K5:H- str. IH11128],
FSFC2071_hybracter.fasta,chromosome00001,79774,80333,+,draE2,3-561/561,========/======,01-Jan,99.64,99.64,vfdb,AAB65153,(draE2) Dr-II structural adhesin precursor [Afa/Dr family (VF0212)] [Escherichia coli EC7372],
FSFC2071_hybracter.fasta,chromosome00001,287082,287882,-,chuV,1-801/801,===============,0/0,100,99.75,vfdb,NP_756180,(chuV) ATP-binding hydrophilic protein ChuV [Chu (VF0227)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,287849,288841,-,chuU,1-993/993,===============,0/0,100,99.3,vfdb,NP_756179,(chuU) heme permease protein ChuU [Chu (VF0227)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,288890,289513,-,chuY,1-624/624,===============,0/0,100,98.4,vfdb,NP_756178,(chuY) ChuY [Chu (VF0227)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,289513,290007,-,chuX,1-495/495,===============,0/0,100,100,vfdb,NP_756177,(chuX) putative heme-binding protein ChuX [Chu (VF0227)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,290020,291357,-,chuW,1-1338/1338,===============,0/0,100,99.25,vfdb,NP_756176,(chuW) Putative oxygen independent coproporphyrinogen III oxidase [Chu (VF0227)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,291377,292369,-,chuT,1-993/993,===============,0/0,100,99.8,vfdb,NP_756175,(chuT) periplasmic heme-binding protein ChuT [Chu (VF0227)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,293012,294958,+,chuA,1-1947/1947,===============,0/0,100,99.54,vfdb,NP_756170,(chuA) Outer membrane heme/hemoglobin receptor ChuA [Chu (VF0227)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,295007,296035,+,chuS,1-1029/1029,===============,0/0,100,99.03,vfdb,NP_756169,(chuS) heme oxygenase ChuS [Chu (VF0227)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,842135,842965,+,gspC,1-831/831,===============,0/0,100,94.58,vfdb,YP_404599,(gspC) general secretion pathway protein C [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC2071_hybracter.fasta,chromosome00001,843205,845055,+,gspD,1-1836/1836,========/======,Jan-15,100,96.06,vfdb,YP_404600,(gspD) general secretion pathway protein D [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC2071_hybracter.fasta,chromosome00001,845055,846548,+,gspE,1-1494/1494,===============,0/0,100,94.85,vfdb,YP_404601,(gspE) general secretion pathway protein E [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC2071_hybracter.fasta,chromosome00001,846548,847747,+,gspF,1-1200/1200,===============,0/0,100,94.17,vfdb,YP_404602,(gspF) general secretion pathway protein F [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC2071_hybracter.fasta,chromosome00001,847788,848243,+,gspG,1-456/456,===============,0/0,100,95.83,vfdb,YP_404603,(gspG) general secretion pathway protein G [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC2071_hybracter.fasta,chromosome00001,848280,848810,+,gspH,1-531/531,===============,0/0,100,96.61,vfdb,YP_404604,(gspH) general secretion pathway protein H [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC2071_hybracter.fasta,chromosome00001,848807,849178,+,gspI,1-372/372,===============,0/0,100,94.62,vfdb,YP_404605,(gspI) general secretion pathway protein I [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC2071_hybracter.fasta,chromosome00001,849211,849780,+,gspJ,1-570/570,===============,0/0,100,94.39,vfdb,YP_404606,(gspJ) general secretion pathway protein J [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC2071_hybracter.fasta,chromosome00001,849777,850754,+,gspK,1-978/978,===============,0/0,100,94.48,vfdb,YP_404607,(gspK) general secretion pathway protein K [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC2071_hybracter.fasta,chromosome00001,851069,851929,+,gspL,1-861/861,===============,0/0,100,93.26,vfdb,YP_404608,(gspL) general secretion pathway protein L [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC2071_hybracter.fasta,chromosome00001,852045,852454,+,gspM,1-410/423,===============,0/0,96.93,93.42,vfdb,YP_404609,(gspM) general secretion pathway protein M [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC2071_hybracter.fasta,chromosome00001,853612,854388,+,kpsM,1-777/777,===============,0/0,100,91.12,vfdb,AAA24046,(kpsM) KpsM [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218],
FSFC2071_hybracter.fasta,chromosome00001,865432,867108,-,kpsD,1-1677/1677,===============,0/0,100,99.52,vfdb,AAA21682,(kpsD) KpsD [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218],
FSFC2071_hybracter.fasta,chromosome00001,926266,930165,-,sat,1-3900/3900,===============,0/0,100,99.51,vfdb,NP_755494,(sat) Aecreted auto transpoter toxin [Sat (VF0231)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,933336,934657,-,iucD,1-1323/1338,========/======,01-Jan,98.8,96.22,vfdb,NP_755499,(iucD) L-lysine 6-monooxygenase IucD [Aerobactin (VF0229)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,934654,936396,-,iucC,1-1743/1743,===============,0/0,100,98.11,vfdb,NP_755500,(iucC) aerobactin siderophore biosynthesis protein IucC [Aerobactin (VF0229)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,936396,937343,-,iucB,1-948/948,===============,0/0,100,99.79,vfdb,NP_709455,(iucB) aerobactin synthesis protein IucB [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301],
FSFC2071_hybracter.fasta,chromosome00001,937344,939125,-,iucA,1-1782/1782,===============,0/0,100,99.83,vfdb,NP_709454,(iucA) aerobactin synthesis protein IucA [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301],
FSFC2071_hybracter.fasta,chromosome00001,949862,950095,-,papI,1-234/234,===============,0/0,100,94.87,vfdb,NP_755468,(papI) regulatory protein PapI [P fimbriae (VF0220)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,950501,950814,+,papB,1-315/315,========/======,01-Jan,99.68,98.41,vfdb,,(papB) regulatory protein PapB [P fimbriae (VF0220)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,952588,953139,+,papX,1-552/552,===============,0/0,100,97.64,vfdb,NP_755457,(papX) PapX protein regulates flagellum synthesis to repress motility [P fimbriae (CVF425)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,2141360,2143381,-,fyuA,1-2022/2022,===============,0/0,100,99.9,vfdb,NP_405467,(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2071_hybracter.fasta,chromosome00001,2143513,2145090,-,ybtE,1-1578/1578,===============,0/0,100,99.75,vfdb,NP_405468,(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2071_hybracter.fasta,chromosome00001,2145094,2145897,-,ybtT,1-804/804,===============,0/0,100,99.5,vfdb,NP_405469,(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2071_hybracter.fasta,chromosome00001,2145894,2146994,-,ybtU,1-1101/1101,===============,0/0,100,99.64,vfdb,NP_405470,(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2071_hybracter.fasta,chromosome00001,2146991,2156482,-,irp1,1-9492/9492,===============,0/0,100,99.7,vfdb,NP_405471,(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2071_hybracter.fasta,chromosome00001,2156570,2162677,-,irp2,1-6108/6108,===============,0/0,100,99.51,vfdb,NP_405472,(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2071_hybracter.fasta,chromosome00001,2162868,2163827,-,ybtA,1-960/960,===============,0/0,100,99.48,vfdb,NP_405473,(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2071_hybracter.fasta,chromosome00001,2163994,2165796,+,ybtP,1-1803/1803,===============,0/0,100,99.56,vfdb,NP_405474,(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2071_hybracter.fasta,chromosome00001,2165783,2167585,+,ybtQ,1-1803/1803,===============,0/0,100,99.56,vfdb,NP_405475,(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2071_hybracter.fasta,chromosome00001,2167578,2168858,+,ybtX,1-1281/1281,===============,0/0,100,99.45,vfdb,NP_405476,(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2071_hybracter.fasta,chromosome00001,2168886,2170190,+,ybtS,1-1305/1305,===============,0/0,100,99.85,vfdb,NP_405477,(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2071_hybracter.fasta,chromosome00001,3166887,3167939,+,ompA,1-1041/1041,========/======,01-Dec,100,95.82,vfdb,AAF37887,(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218],
FSFC2071_hybracter.fasta,chromosome00001,3542890,3543636,-,entA,1-747/747,===============,0/0,100,98.13,vfdb,NP_752614,(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,3543636,3544493,-,entB,1-858/858,===============,0/0,100,99.53,vfdb,NP_752613,(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,3544507,3546117,-,entE,1-1611/1611,===============,0/0,100,99.13,vfdb,NP_752612,(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,3546127,3547314,-,entC,1-1188/1188,===============,0/0,100,99.41,vfdb,NP_752611,(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,3547491,3548447,+,fepB,1-957/957,===============,0/0,100,99.69,vfdb,NP_752610,(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,3548451,3549701,-,entS,1-1251/1251,===============,0/0,100,98.24,vfdb,NP_752609,(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,3549800,3550816,+,fepD,1-1017/1017,===============,0/0,100,97.84,vfdb,NP_752608,(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,3550813,3551805,+,fepG,1-993/993,===============,0/0,100,97.68,vfdb,NP_752607,(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,3551802,3552617,+,fepC,1-816/816,===============,0/0,100,99.14,vfdb,NP_752606,(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,3553991,3557844,-,entF,1-3854/3882,===============,0/0,99.28,97.77,vfdb,NP_752604,(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,3558062,3559264,-,fes,1-1203/1203,===============,0/0,100,99.17,vfdb,NP_752602,(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,3559507,3561747,+,fepA,1-2241/2241,===============,0/0,100,98.8,vfdb,NP_752600,(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,3561772,3562433,+,entD,1-662/771,=============..,0/0,85.86,97.73,vfdb,NP_752599,(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,3836955,3841202,-,fdeC,1-4251/4251,========/======,01-Mar,99.93,97.44,vfdb,YP_002390132,(fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88],
FSFC2071_hybracter.fasta,chromosome00001,3850455,3851045,+,ykgK/ecpR,1-591/591,===============,0/0,100,99.49,vfdb,NP_286011,(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2071_hybracter.fasta,chromosome00001,3851120,3851707,+,yagZ/ecpA,1-588/588,===============,0/0,100,98.3,vfdb,NP_286010,(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2071_hybracter.fasta,chromosome00001,3851764,3852432,+,yagY/ecpB,1-669/669,===============,0/0,100,98.06,vfdb,NP_286009,(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2071_hybracter.fasta,chromosome00001,3852458,3854983,+,yagX/ecpC,1-2526/2526,===============,0/0,100,97.58,vfdb,NP_286008,(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2071_hybracter.fasta,chromosome00001,3854973,3856616,+,yagW/ecpD,1-1644/1644,===============,0/0,100,99.09,vfdb,NP_286007,(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2071_hybracter.fasta,chromosome00001,3856540,3857293,+,yagV/ecpE,1-754/756,===============,0/0,99.74,98.01,vfdb,NP_286006,(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2071_hybracter.fasta,chromosome00001,4221652,4222563,-,fimH,1-912/912,===============,0/0,100,97.59,vfdb,NP_757248,(fimH) FimH protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,4222574,4223077,-,fimG,1-504/504,===============,0/0,100,98.21,vfdb,NP_757247,(fimG) FimG protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,4223090,4223623,-,fimF,1-534/534,===============,0/0,100,99.06,vfdb,NP_757245,(fimF) FimF protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,4223630,4226266,-,fimD,1-2637/2637,===============,0/0,100,98.9,vfdb,NP_757244,(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,4226333,4227058,-,fimC,1-726/726,===============,0/0,100,98.62,vfdb,NP_757243,(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,4227095,4227634,-,fimI,1-540/540,===============,0/0,100,98.52,vfdb,NP_757242,(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,4227699,4228303,-,fimA,1-606/606,========/======,01-Jan,99.83,90.76,vfdb,NP_757241,(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,4228727,4229323,-,fimE,1-597/597,===============,0/0,100,98.83,vfdb,NP_757240,(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,4229801,4230403,-,fimB,1-603/603,===============,0/0,100,97.84,vfdb,NP_757239,(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC2071_hybracter.fasta,chromosome00001,4951751,4953179,+,aslA,1-1428/1428,========/======,01-Jan,100,98.18,vfdb,AAG10151,(aslA) putative arylsulfatase [AslA (VF0238)] [Escherichia coli O18:K1:H7 str. RS218],
FSFC2071_hybracter.fasta,plasmid00001,17580,18718,-,senB,2-1140/1140,===============,0/0,99.91,99.74,vfdb,YP_406304,(senB) enterotoxin [ShET2 (VF0258)] [Shigella flexneri 2a str. 301],
FSFC2111K_hybracter.fasta,chromosome00001,1832371,1834392,-,fyuA,1-2022/2022,===============,0/0,100,99.95,vfdb,NP_405467,(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2111K_hybracter.fasta,chromosome00001,1834523,1836100,-,ybtE,1-1578/1578,===============,0/0,100,99.81,vfdb,NP_405468,(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2111K_hybracter.fasta,chromosome00001,1836104,1836907,-,ybtT,1-804/804,===============,0/0,100,99.75,vfdb,NP_405469,(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2111K_hybracter.fasta,chromosome00001,1836904,1838004,-,ybtU,1-1101/1101,===============,0/0,100,99.73,vfdb,NP_405470,(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2111K_hybracter.fasta,chromosome00001,1838001,1847492,-,irp1,1-9492/9492,===============,0/0,100,99.86,vfdb,NP_405471,(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2111K_hybracter.fasta,chromosome00001,1847580,1853687,-,irp2,1-6108/6108,===============,0/0,100,99.75,vfdb,NP_405472,(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2111K_hybracter.fasta,chromosome00001,1853878,1854837,-,ybtA,1-960/960,===============,0/0,100,99.79,vfdb,NP_405473,(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2111K_hybracter.fasta,chromosome00001,1855004,1856806,+,ybtP,1-1803/1803,===============,0/0,100,99.72,vfdb,NP_405474,(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2111K_hybracter.fasta,chromosome00001,1856793,1858595,+,ybtQ,1-1803/1803,===============,0/0,100,99.89,vfdb,NP_405475,(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2111K_hybracter.fasta,chromosome00001,1858588,1859868,+,ybtX,1-1281/1281,===============,0/0,100,97.74,vfdb,NP_405476,(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2111K_hybracter.fasta,chromosome00001,1859896,1861200,+,ybtS,1-1305/1305,===============,0/0,100,97.62,vfdb,NP_405477,(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2111K_hybracter.fasta,chromosome00001,4220025,4220608,-,yagZ/ecpA,1-584/588,===============,0/0,99.32,90.07,vfdb,NP_286010,(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2112_hybracter.fasta,chromosome00001,1890444,1892465,-,fyuA,1-2022/2022,===============,0/0,100,99.95,vfdb,NP_405467,(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2112_hybracter.fasta,chromosome00001,1892596,1894173,-,ybtE,1-1578/1578,===============,0/0,100,99.81,vfdb,NP_405468,(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2112_hybracter.fasta,chromosome00001,1894177,1894980,-,ybtT,1-804/804,===============,0/0,100,99.75,vfdb,NP_405469,(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2112_hybracter.fasta,chromosome00001,1894977,1896077,-,ybtU,1-1101/1101,===============,0/0,100,99.73,vfdb,NP_405470,(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2112_hybracter.fasta,chromosome00001,1896074,1905565,-,irp1,1-9492/9492,===============,0/0,100,99.84,vfdb,NP_405471,(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2112_hybracter.fasta,chromosome00001,1905653,1911760,-,irp2,1-6108/6108,===============,0/0,100,99.75,vfdb,NP_405472,(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2112_hybracter.fasta,chromosome00001,1911951,1912910,-,ybtA,1-960/960,===============,0/0,100,99.79,vfdb,NP_405473,(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2112_hybracter.fasta,chromosome00001,1913077,1914879,+,ybtP,1-1803/1803,===============,0/0,100,99.72,vfdb,NP_405474,(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2112_hybracter.fasta,chromosome00001,1914866,1916668,+,ybtQ,1-1803/1803,===============,0/0,100,99.89,vfdb,NP_405475,(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2112_hybracter.fasta,chromosome00001,1916661,1917941,+,ybtX,1-1281/1281,===============,0/0,100,97.74,vfdb,NP_405476,(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2112_hybracter.fasta,chromosome00001,1917969,1919273,+,ybtS,1-1305/1305,===============,0/0,100,97.62,vfdb,NP_405477,(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2112_hybracter.fasta,chromosome00001,4309213,4309796,-,yagZ/ecpA,1-584/588,===============,0/0,99.32,90.07,vfdb,NP_286010,(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC2130_hybracter.fasta,chromosome00001,1798723,1800744,-,fyuA,1-2022/2022,===============,0/0,100,99.95,vfdb,NP_405467,(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2130_hybracter.fasta,chromosome00001,1800875,1802452,-,ybtE,1-1578/1578,===============,0/0,100,99.81,vfdb,NP_405468,(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2130_hybracter.fasta,chromosome00001,1802456,1803259,-,ybtT,1-804/804,===============,0/0,100,99.75,vfdb,NP_405469,(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2130_hybracter.fasta,chromosome00001,1803256,1804356,-,ybtU,1-1101/1101,===============,0/0,100,99.64,vfdb,NP_405470,(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2130_hybracter.fasta,chromosome00001,1804353,1813844,-,irp1,1-9492/9492,===============,0/0,100,99.81,vfdb,NP_405471,(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2130_hybracter.fasta,chromosome00001,1813932,1820039,-,irp2,1-6108/6108,===============,0/0,100,99.79,vfdb,NP_405472,(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC2130_hybracter.fasta,chromosome00001,1820230,1821189,-,ybtA,1-960/960,===============,0/0,100,99.9,vfdb,NP_405473,(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
